,num_generations,mutation_rate,num_individuals,crossover_rate,mutation_type,crossover_type,local_search_rate,local_search_type,search_radius,num_evaluations,fitness_function,dimensions,algorithm,gg,selection_method
26,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.01,sorted_selection_all
27,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
28,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.2,best_and_worst
29,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.2,sorted_selection_part
30,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.2,sorted_selection_all
31,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
32,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.99,best_and_worst
33,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.99,sorted_selection_part
34,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.99,sorted_selection_all
35,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.01,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
36,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.01,best_and_worst
37,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.01,sorted_selection_part
38,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.01,sorted_selection_all
39,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.01,roulette_Wheel_Select
40,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.2,best_and_worst
41,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.2,sorted_selection_part
42,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.2,sorted_selection_all
43,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.2,roulette_Wheel_Select
44,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.99,best_and_worst
45,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.99,sorted_selection_part
46,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.99,sorted_selection_all
47,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baseline,0.99,roulette_Wheel_Select
48,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.01,best_and_worst
49,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.01,sorted_selection_part
50,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.01,sorted_selection_all
51,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.01,roulette_Wheel_Select
52,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.2,best_and_worst
53,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.2,sorted_selection_part
54,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.2,sorted_selection_all
55,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.2,roulette_Wheel_Select
56,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.99,best_and_worst
57,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.99,sorted_selection_part
58,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.99,sorted_selection_all
59,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Lamarck,0.99,roulette_Wheel_Select
60,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.01,best_and_worst
61,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.01,sorted_selection_part
62,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.01,sorted_selection_all
63,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
64,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.2,best_and_worst
65,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.2,sorted_selection_part
66,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.2,sorted_selection_all
67,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
68,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.99,best_and_worst
69,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.99,sorted_selection_part
70,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.99,sorted_selection_all
71,100,0.2,500,0.2,uniform,one-point,0.2,uniform,0.1,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
72,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.01,best_and_worst
73,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.01,sorted_selection_part
74,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.01,sorted_selection_all
75,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.01,roulette_Wheel_Select
76,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.2,best_and_worst
77,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.2,sorted_selection_part
78,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.2,sorted_selection_all
79,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.2,roulette_Wheel_Select
80,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.99,best_and_worst
81,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.99,sorted_selection_part
82,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.99,sorted_selection_all
83,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baseline,0.99,roulette_Wheel_Select
84,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.01,best_and_worst
85,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.01,sorted_selection_part
86,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.01,sorted_selection_all
87,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.01,roulette_Wheel_Select
88,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.2,best_and_worst
89,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.2,sorted_selection_part
90,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.2,sorted_selection_all
91,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.2,roulette_Wheel_Select
92,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.99,best_and_worst
93,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.99,sorted_selection_part
94,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.99,sorted_selection_all
95,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Lamarck,0.99,roulette_Wheel_Select
96,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.01,best_and_worst
97,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.01,sorted_selection_part
98,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.01,sorted_selection_all
99,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
100,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.2,best_and_worst
101,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.2,sorted_selection_part
102,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.2,sorted_selection_all
103,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
104,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.99,best_and_worst
105,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.99,sorted_selection_part
106,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.99,sorted_selection_all
107,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.01,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
108,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.01,best_and_worst
109,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.01,sorted_selection_part
110,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.01,sorted_selection_all
111,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.01,roulette_Wheel_Select
112,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.2,best_and_worst
113,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.2,sorted_selection_part
114,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.2,sorted_selection_all
115,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.2,roulette_Wheel_Select
116,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.99,best_and_worst
117,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.99,sorted_selection_part
118,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.99,sorted_selection_all
119,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baseline,0.99,roulette_Wheel_Select
120,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.01,best_and_worst
121,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.01,sorted_selection_part
122,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.01,sorted_selection_all
123,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.01,roulette_Wheel_Select
124,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.2,best_and_worst
125,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.2,sorted_selection_part
126,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.2,sorted_selection_all
127,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.2,roulette_Wheel_Select
128,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.99,best_and_worst
129,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.99,sorted_selection_part
130,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.99,sorted_selection_all
131,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Lamarck,0.99,roulette_Wheel_Select
132,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.01,best_and_worst
133,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.01,sorted_selection_part
134,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.01,sorted_selection_all
135,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
136,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.2,best_and_worst
137,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.2,sorted_selection_part
138,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.2,sorted_selection_all
139,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
140,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.99,best_and_worst
141,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.99,sorted_selection_part
142,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.99,sorted_selection_all
143,100,0.2,500,0.2,uniform,one-point,0.2,gaussian,0.1,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
144,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.01,best_and_worst
145,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.01,sorted_selection_part
146,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.01,sorted_selection_all
147,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.01,roulette_Wheel_Select
148,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.2,best_and_worst
149,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.2,sorted_selection_part
150,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.2,sorted_selection_all
151,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.2,roulette_Wheel_Select
152,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.99,best_and_worst
153,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.99,sorted_selection_part
154,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.99,sorted_selection_all
155,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baseline,0.99,roulette_Wheel_Select
156,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.01,best_and_worst
157,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.01,sorted_selection_part
158,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.01,sorted_selection_all
159,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.01,roulette_Wheel_Select
160,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.2,best_and_worst
161,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.2,sorted_selection_part
162,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.2,sorted_selection_all
163,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.2,roulette_Wheel_Select
164,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.99,best_and_worst
165,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.99,sorted_selection_part
166,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.99,sorted_selection_all
167,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Lamarck,0.99,roulette_Wheel_Select
168,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.01,best_and_worst
169,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.01,sorted_selection_part
170,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.01,sorted_selection_all
171,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
172,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.2,best_and_worst
173,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.2,sorted_selection_part
174,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.2,sorted_selection_all
175,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
176,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.99,best_and_worst
177,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.99,sorted_selection_part
178,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.99,sorted_selection_all
179,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.01,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
180,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.01,best_and_worst
181,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.01,sorted_selection_part
182,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.01,sorted_selection_all
183,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.01,roulette_Wheel_Select
184,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.2,best_and_worst
185,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.2,sorted_selection_part
186,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.2,sorted_selection_all
187,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.2,roulette_Wheel_Select
188,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.99,best_and_worst
189,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.99,sorted_selection_part
190,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.99,sorted_selection_all
191,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baseline,0.99,roulette_Wheel_Select
192,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.01,best_and_worst
193,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.01,sorted_selection_part
194,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.01,sorted_selection_all
195,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.01,roulette_Wheel_Select
196,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.2,best_and_worst
197,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.2,sorted_selection_part
198,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.2,sorted_selection_all
199,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.2,roulette_Wheel_Select
200,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.99,best_and_worst
201,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.99,sorted_selection_part
202,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.99,sorted_selection_all
203,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Lamarck,0.99,roulette_Wheel_Select
204,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.01,best_and_worst
205,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.01,sorted_selection_part
206,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.01,sorted_selection_all
207,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.01,roulette_Wheel_Select
208,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.2,best_and_worst
209,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.2,sorted_selection_part
210,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.2,sorted_selection_all
211,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.2,roulette_Wheel_Select
212,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.99,best_and_worst
213,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.99,sorted_selection_part
214,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.99,sorted_selection_all
215,100,0.2,500,0.2,uniform,one-point,0.2,hill_climbing,0.1,3000,1,10,Baldwin,0.99,roulette_Wheel_Select
216,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.01,best_and_worst
217,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.01,sorted_selection_part
218,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.01,sorted_selection_all
219,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.01,roulette_Wheel_Select
220,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.2,best_and_worst
221,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.2,sorted_selection_part
222,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.2,sorted_selection_all
223,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.2,roulette_Wheel_Select
224,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.99,best_and_worst
225,100,0.2,500,0.2,uniform,one-point,0.8,uniform,0.01,3000,1,10,Baseline,0.99,sorted_selection_part
